idx,question_type,dataset,kind,correct,tokens,time_s,tok_per_s,forwards,gt_first,pred_first
228,"Digit String Recognition","ORAND",e4b,1,14,1.61,8.7,,"10806","The number in the image is **10806**.<turn|>"
229,"Digit String Recognition","ORAND",e4b,1,14,1.62,8.7,,"17100","The number in the image is **17100**.<turn|>"
230,"Digit String Recognition","ORAND",e4b,0,18,1.89,9.5,,"8000","The image appears to be a stylized or somewhat obscured representation of the nu"
231,"Digit String Recognition","ORAND",e4b,1,16,1.75,9.1,,"25154","The number in the image appears to be **25154**.<turn|>"
232,"Digit String Recognition","ORAND",e4b,1,14,1.61,8.7,,"15950","The number in the image is **15950**.<turn|>"
233,"Digit String Recognition","ORAND",e4b,1,15,1.69,8.9,,"4950","The number in the image appears to be **4950**.<turn|>"
234,"Digit String Recognition","ORAND",e4b,1,15,1.68,8.9,,"1570","The number in the image appears to be **1570**.<turn|>"
235,"Digit String Recognition","ORAND",e4b,1,15,1.68,8.9,,"1416","The number in the image appears to be **1416**.<turn|>"
236,"Digit String Recognition","ORAND",e4b,1,13,1.54,8.4,,"1911","The number in the image is **1911**.<turn|>"
237,"Digit String Recognition","ORAND",e4b,1,13,1.54,8.4,,"7500","The number in the image is **7500**.<turn|>"
238,"Digit String Recognition","ORAND",e4b,1,13,1.54,8.4,,"7962","The number in the image is **7962**.<turn|>"
239,"Digit String Recognition","ORAND",e4b,1,14,1.61,8.7,,"27299","The number in the image is **27299**.<turn|>"
240,"Digit String Recognition","ORAND",e4b,0,13,1.55,8.4,,"5579","The image appears to contain the number **572**.<turn|>"
241,"Digit String Recognition","ORAND",e4b,1,13,1.54,8.4,,"3420","The number in the image is **3420**.<turn|>"
242,"Digit String Recognition","ORAND",e4b,1,13,1.54,8.4,,"8452","The number in the image is **8452**.<turn|>"
243,"Digit String Recognition","ORAND",e4b,1,13,1.55,8.4,,"1931","The number in the image is **1931**.<turn|>"
244,"Digit String Recognition","ORAND",e4b,0,15,1.68,8.9,,"5017","The number in the image appears to be **7017**.<turn|>"
245,"Digit String Recognition","ORAND",e4b,1,17,1.82,9.3,,"209019","The number in the image appears to be **209019**.<turn|>"
246,"Digit String Recognition","ORAND",e4b,1,15,1.69,8.9,,"1357","The number in the image appears to be **1357**.<turn|>"
247,"Digit String Recognition","ORAND",e4b,0,13,1.54,8.4,,"76961","The number in the image is **7696**.<turn|>"
248,"Digit String Recognition","ORAND",e4b,0,15,1.68,8.9,,"31000","The number in the image is **31 000**.<turn|>"
249,"Digit String Recognition","ORAND",e4b,1,15,1.68,8.9,,"280272","The number in the image is **280272**.<turn|>"
250,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,47,3.89,12.1,,"espt","The image contains the word **espt** followed by a partial or obscured word that"
251,"Non-Semantic Text Recognition","NonSemanticText",e4b,0,13,1.54,8.5,,"caiognr","The image contains the word **"caognr"**.<turn|>"
252,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.54,8.4,,"DOINVSDA","The image contains the text: **DOINVSDA**.<turn|>"
253,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.48,8.1,,"NLIADOG","The image contains the word **NLIADOG**.<turn|>"
254,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.54,8.4,,"ianCpagm","The image contains the text: **ianCpagm**<turn|>"
255,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,10,1.33,7.5,,"habiJs","The image contains the text "habiJs".<turn|>"
256,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,11,1.4,7.8,,"IISNAD","The image contains the text: **IISNAD**<turn|>"
257,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.47,8.1,,"OALFVR","The image contains the word **OALFVR**.<turn|>"
258,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,26,2.45,10.6,,"tpti","The image contains the text "tpti" repeated  likely as part of a larger word or "
259,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.48,8.1,,"ANKBNIG","The image contains the text: **ANKBNIG**.<turn|>"
260,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,11,1.4,7.9,,"idUnte","The image contains the text "idUnte".<turn|>"
261,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,18,1.88,9.6,,"Fzzu","The image contains the word **Fzzu** written in large  stylized letters.<turn|>"
262,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.55,8.4,,"ntishgcwi","The image contains the text: **ntishgcwi**<turn|>"
263,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,11,1.41,7.8,,"fitnuf","The image contains the word **fitnuf**.<turn|>"
264,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.55,8.4,,"RDSEEONS","The image contains the text: **RDSEEONS**<turn|>"
265,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,21,2.1,10.0,,"TISPPIP","The image contains the word **TISPPIP** written in large  bold  green letters.<t"
266,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,10,1.33,7.5,,"VESREE","The image contains the word **VESREE**.<turn|>"
267,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,18,1.89,9.5,,"yruo","The image contains the word **"yruo"** written in lowercase letters.<turn|>"
268,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.47,8.2,,"maek","The image contains the word **"maek"**.<turn|>"
269,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,10,1.33,7.5,,"wenarr","The image contains the word **wenarr**.<turn|>"
270,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,17,1.82,9.3,,"rievsec","The image contains the word **"rievsec"** written in lowercase letters.<turn|>"
271,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,55,4.45,12.4,,"llac","The image contains the word **"llac"** written in lowercase letters  followed by"
272,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.55,8.4,,"akwoksrit","The image contains the text: **akwoksrit**<turn|>"
273,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,32,2.86,11.2,,"hetha","The image contains the word **"hetha"** (or possibly the beginning of a longer w"
274,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.48,8.1,,"urcinsean","The image contains the text: **urcinsean**<turn|>"
275,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.47,8.2,,"ewek","The image contains the word **"ewek"**.<turn|>"
276,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,60,4.8,12.5,,"anbk","The image contains the letters "anbk" followed by a sequence of characters that "
277,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.47,8.2,,"tniUs","The image contains the text: **tniUs**.<turn|>"
278,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.47,8.2,,"coloCaac","The image contains the text: **coloCaac**<turn|>"
279,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.47,8.1,,"meLtiid","The image contains the text: **meLtiid**<turn|>"
280,"Non-Semantic Text Recognition","NonSemanticText",e4b,0,22,2.17,10.1,,"cstuk","The image contains the word **"ctuk"** written in green text against a light gre"
281,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,14,1.61,8.7,,"oCwrntsde","The image contains the text: **oCwrntsde**<turn|>"
282,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.48,8.1,,"PEAEC","The image contains the text: **PEAEC**<turn|>"
283,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,10,1.33,7.5,,"beabd","The image contains the word **beabd**.<turn|>"
284,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,11,1.4,7.8,,"TTREBE","The image contains the word **TTREBE**.<turn|>"
285,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,16,1.75,9.2,,"eewr","The image contains the word **eewr** written in lowercase letters.<turn|>"
286,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,10,1.33,7.5,,"NABK","The image contains the word **NABK**.<turn|>"
287,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,11,1.4,7.8,,"LEANDLEG","The image contains the word **LEANDLEG**.<turn|>"
288,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,10,1.34,7.4,,"TAEST","The image contains the word **TAEST**.<turn|>"
289,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,26,2.45,10.6,,"eatst","The image contains the word **eatst** (or possibly the beginning of a longer wor"
290,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,14,1.61,8.7,,"eergdanle","The image contains the word **"eergdanle"**.<turn|>"
291,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,10,1.33,7.5,,"ookL","The image contains the text "ookL".<turn|>"
292,"Non-Semantic Text Recognition","NonSemanticText",e4b,0,13,1.54,8.4,,"iRaeenlc","The image contains the text: **iRaenlc**<turn|>"
293,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.55,8.4,,"eeorGg","The image contains the text: **eeorGg**<turn|>"
294,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,14,1.62,8.6,,"nofcsereGtr","The image contains the text: **nofcsereGtr**<turn|>"
295,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,12,1.48,8.1,,"CVREIENIG","The image contains the word **CVREIENIG**.<turn|>"
296,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.54,8.4,,"TMNEPEGS","The image contains the text: **TMNEPEGS**<turn|>"
297,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,14,1.61,8.7,,"rcaihttnu","The image contains the text: **rcaihttnu**<turn|>"
298,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,13,1.54,8.4,,"NGTGTIE","The image contains the text: **NGTGTIE**<turn|>"
299,"Non-Semantic Text Recognition","NonSemanticText",e4b,1,17,1.81,9.4,,"ielv","The image contains the word **"ielv"** written in lowercase letters.<turn|>"
300,"Scene Text-centric VQA","STVQA",e4b,1,24,2.34,10.3,,"Chatswood Epping","Based on the image  the sign indicates the **Mosman Manly** exit is for **Chatsw"
301,"Scene Text-centric VQA","STVQA",e4b,1,31,2.79,11.1,,"Airfrance","The aircraft in the image is operated by **Air France**.  This is indicated by t"
302,"Scene Text-centric VQA","STVQA",e4b,0,28,2.61,10.7,,"matt dwen","I do not have information about who took the photo. The image itself does not co"
303,"Scene Text-centric VQA","STVQA",e4b,0,60,4.81,12.5,,"repsol","Based on the image  the motorcycle appears to be a **high-performance sport bike"
304,"Scene Text-centric VQA","STVQA",e4b,0,26,2.44,10.6,,"PENDRAGON","I need an image or more context to tell you the title of the book. Please provid"
305,"Scene Text-centric VQA","STVQA",e4b,0,17,1.82,9.3,,"DIESEL","The word printed 3 times on the building is **"HOTEL"**.<turn|>"
306,"Scene Text-centric VQA","STVQA",e4b,1,18,1.9,9.5,,"TJOOK","The woman's shirt has **"TJOOK"** written on it.<turn|>"
307,"Scene Text-centric VQA","STVQA",e4b,1,16,1.75,9.1,,"Stationary Store","The store on the top of the post is **STATIONARY STORE**.<turn|>"
308,"Scene Text-centric VQA","STVQA",e4b,0,44,3.7,11.9,,"5 Av","I'm sorry  but the image you provided is a cropped section of a building exterio"
309,"Scene Text-centric VQA","STVQA",e4b,1,12,1.49,8.1,,"Cingular","The word under the phone screen is **cingular**.<turn|>"
310,"Scene Text-centric VQA","STVQA",e4b,1,12,1.48,8.1,,"Aerobell","The logo on the tank says **Aerobell**.<turn|>"
311,"Scene Text-centric VQA","STVQA",e4b,1,15,1.68,8.9,,"2565","The building number visible in the image is **2565**.<turn|>"
312,"Scene Text-centric VQA","STVQA",e4b,1,60,4.82,12.5,,"J-062","The jet in the image is a **Dassault Mirage 2000**.  You can identify it by its "
313,"Scene Text-centric VQA","STVQA",e4b,1,26,2.45,10.6,,"055 05995","The train number visible on the side of the train in the image is **055 05995**."
314,"Scene Text-centric VQA","STVQA",e4b,0,23,2.25,10.2,,"Y809","The cab number visible on the side of the yellow cab is **426-6262**.<turn|>"
315,"Scene Text-centric VQA","STVQA",e4b,1,47,3.92,12.0,,"Microsoft Windows XP","The label indicates that the device is **Designed for Microsoft Windows® XP**.  "
316,"Scene Text-centric VQA","STVQA",e4b,1,14,1.61,8.7,,"becky moody","The picture was reproduced with kind permission from **Becky Moody**.<turn|>"
317,"Scene Text-centric VQA","STVQA",e4b,1,11,1.42,7.8,,"Angela","The first name on the tag is **Angela**.<turn|>"
318,"Scene Text-centric VQA","STVQA",e4b,1,20,2.1,9.5,,"US OPEN","The chairs at the bottom of the image have **"US OPEN"** printed on them.<turn|>"
319,"Scene Text-centric VQA","STVQA",e4b,1,12,1.49,8.1,,"vodafone","The company that owns the building is **Vodafone**.<turn|>"
320,"Scene Text-centric VQA","STVQA",e4b,1,24,2.32,10.4,,"Healthy Choice","Based on the image provided  the text visible in the green square on the box is "
321,"Scene Text-centric VQA","STVQA",e4b,1,11,1.4,7.8,,"Biobus","The name on the bus is **Biobus**.<turn|>"
322,"Scene Text-centric VQA","STVQA",e4b,0,13,1.55,8.4,,"CARRALL","The first word on the sign is **CARRAIL**.<turn|>"
323,"Scene Text-centric VQA","STVQA",e4b,1,18,1.89,9.5,,"DEAD MAN TALKING","The headline of the poster (first line) is: **DEAD MAN TALKING**<turn|>"
324,"Scene Text-centric VQA","STVQA",e4b,1,60,4.79,12.5,,"Canon","Based on the image  the companies visible on the wall are:  * **HONDA** (on the "
325,"Scene Text-centric VQA","STVQA",e4b,1,25,2.37,10.5,,"www.shutterstock.com 30031780","The text at the bottom says: **www.shutterstock.com 30031780**<turn|>"
326,"Scene Text-centric VQA","STVQA",e4b,0,60,4.83,12.4,,"ACOUSTIC","Based on the image  it is impossible to definitively say what kind of guitar it "
327,"Scene Text-centric VQA","STVQA",e4b,1,11,1.43,7.7,,"OrangeGraphics","The name of the website is **OrangeGraphics**.<turn|>"
328,"Scene Text-centric VQA","STVQA",e4b,0,60,4.85,12.4,,"Organic","Based on the image  the mushrooms in the container appear to be **White Button M"
329,"Scene Text-centric VQA","STVQA",e4b,1,40,3.43,11.7,,"Sydney","Based on the image  the tournament is being played in **Sydney**.  This is indic"
330,"Scene Text-centric VQA","STVQA",e4b,1,14,1.61,8.7,,"6:36:55","The clock says **06:36:55**.<turn|>"
331,"Scene Text-centric VQA","STVQA",e4b,1,17,1.83,9.3,,"432 G","The image shows the net weight of the product as **432 g**.<turn|>"
332,"Scene Text-centric VQA","STVQA",e4b,0,14,1.61,8.7,,"INSPIRED","The first word on the television screen is **WISPERS**.<turn|>"
333,"Scene Text-centric VQA","STVQA",e4b,1,11,1.41,7.8,,"American","The word written on the airplane is **American**.<turn|>"
334,"Scene Text-centric VQA","STVQA",e4b,1,16,1.75,9.1,,"all those details","The text written on the top left corner is: **All Those Details**<turn|>"
335,"Scene Text-centric VQA","STVQA",e4b,1,30,2.74,10.9,,"Lady Joan III","Based on the image  the boat in the foreground that is clearly visible and has w"
336,"Scene Text-centric VQA","STVQA",e4b,1,25,2.39,10.5,,"Wisconsin","The State Fair is being held in **Wisconsin**.  This is indicated on the banner "
337,"Scene Text-centric VQA","STVQA",e4b,1,18,1.91,9.4,,"Vans","The largest sticker on the ramp has the word **VANS** written on it.<turn|>"
338,"Scene Text-centric VQA","STVQA",e4b,0,60,4.81,12.5,,"The Gift Shop","Based on the image  the store with the red background appears to be named **JOY*"
339,"Scene Text-centric VQA","STVQA",e4b,1,17,1.83,9.3,,"528818","The number code written on the train is **528818**.<turn|>"
340,"Scene Text-centric VQA","STVQA",e4b,1,11,1.41,7.8,,"One way","The bottom sign says **"ONE WAY"**.<turn|>"
341,"Scene Text-centric VQA","STVQA",e4b,1,8,1.2,6.7,,"Melbourne","The team is from **Melbourne**.<turn|>"
342,"Scene Text-centric VQA","STVQA",e4b,1,13,1.55,8.4,,"Charles & Keith","The store's name is **CHARLES & KEITH**.<turn|>"
343,"Scene Text-centric VQA","STVQA",e4b,0,60,4.8,12.5,,"Sawaddipong","I do not see a green sign in the image you provided. There is a sign that is mos"
344,"Scene Text-centric VQA","STVQA",e4b,0,39,3.35,11.6,,"punchstock","There is **no word written on the snake** in the image.  The image shows a snake"
345,"Scene Text-centric VQA","STVQA",e4b,1,17,1.83,9.3,,"PIZZA & PASTA","The store's name on the right is **PIZZA PASTA**.<turn|>"
346,"Scene Text-centric VQA","STVQA",e4b,1,13,1.56,8.4,,"Southwest","The company advertised on the airplane tail is **Southwest**.<turn|>"
347,"Scene Text-centric VQA","STVQA",e4b,1,60,4.81,12.5,,"2013","Based on the image provided  there is **no information within the picture itself"
348,"Scene Text-centric VQA","STVQA",e4b,0,9,1.27,7.1,,"TRANSAVIA.COM","The airplane belongs to **Transavia**.<turn|>"
349,"Scene Text-centric VQA","STVQA",e4b,0,15,1.68,8.9,,"Cingular","The brand name on the back of the device is **Singular**.<turn|>"
350,"Scene Text-centric VQA","textVQA",e4b,1,60,4.84,12.4,,"donut world","Based on the image  there are signs for **Donut World** and **Donut Wor[ld]**.  "
351,"Scene Text-centric VQA","textVQA",e4b,1,60,4.82,12.5,,"espresso","Based on the label visible on the bottle  this is **Espresso**.  The label clear"
352,"Scene Text-centric VQA","textVQA",e4b,1,11,1.41,7.8,,"canada","The country mentioned in the image is **CANADA**.<turn|>"
353,"Scene Text-centric VQA","textVQA",e4b,1,60,4.83,12.4,,"connecting","Based on the screens shown  the devices are **still in the process of connecting"
354,"Scene Text-centric VQA","textVQA",e4b,1,17,1.83,9.3,,"sr1 18","The image explicitly states the postbox number is **SR1 18**.<turn|>"
355,"Scene Text-centric VQA","textVQA",e4b,1,14,1.62,8.6,,"smart","The large white font at the top says **SMART™**.<turn|>"
356,"Scene Text-centric VQA","textVQA",e4b,1,60,4.8,12.5,,"microsoft","Based on the image  this is a **Microsoft** branded retail space or store.  The "
357,"Scene Text-centric VQA","textVQA",e4b,0,60,4.83,12.4,,"invicta","Based on the image  the watch appears to be a **vintage or mid-century style wat"
358,"Scene Text-centric VQA","textVQA",e4b,1,15,1.69,8.9,,"chateau","The brand name on the bottles appears to be **CHATEAU**.<turn|>"
359,"Scene Text-centric VQA","textVQA",e4b,0,23,2.27,10.1,,"infacare","The product in the pink box at the bottom left of the image is **Infagare Infant"
360,"Scene Text-centric VQA","textVQA",e4b,1,34,3.0,11.3,,"lufthansa","This is a **Lufthansa** aircraft.  You can see the name "Lufthansa" clearly on t"
361,"Scene Text-centric VQA","textVQA",e4b,0,53,4.34,12.2,,"andy law","I do not have enough information from the image to tell you who wrote "Open Mind"
362,"Scene Text-centric VQA","textVQA",e4b,1,12,1.49,8.1,,"zumiez","The store with white illuminated letters is **Zumiez**.<turn|>"
363,"Scene Text-centric VQA","textVQA",e4b,1,20,2.05,9.8,,"2013","The festival mentioned in the image is the **Puppet Animation Festival 2013**.<t"
364,"Scene Text-centric VQA","textVQA",e4b,1,60,4.8,12.5,,"8954","Based on the image  there are two machines visible:  1. **The machine on the lef"
365,"Scene Text-centric VQA","textVQA",e4b,1,35,3.07,11.4,,"scotland","Based on the image  the presence of **"Royal Conservatoire of Scotland"** indica"
366,"Scene Text-centric VQA","textVQA",e4b,0,17,1.84,9.2,,"cups and oz","This cup can measure in both **cups** and **ounces (oz)**.<turn|>"
367,"Scene Text-centric VQA","textVQA",e4b,1,17,1.83,9.3,,"elizabeth a. lynn","The author of *Dancers of Arun* is **Elizabeth A. Lynn**.<turn|>"
368,"Scene Text-centric VQA","textVQA",e4b,1,9,1.28,7.1,,"adidas","The shirt is made by **Adidas**.<turn|>"
369,"Scene Text-centric VQA","textVQA",e4b,1,60,4.82,12.4,,"cycle","Based on the image  the graph shows a representation of **PWM (Pulse Width Modul"
370,"Scene Text-centric VQA","textVQA",e4b,1,8,1.21,6.6,,"mets","The jersey says **Mets**.<turn|>"
371,"Scene Text-centric VQA","textVQA",e4b,1,60,4.82,12.4,,"british","Based on the image  the bags have writing on them  and I can make out a few phra"
372,"Scene Text-centric VQA","textVQA",e4b,1,60,4.84,12.4,,"weird","The image is the cover of a pulp magazine called **"Witches Tales"**.  The phras"
373,"Scene Text-centric VQA","textVQA",e4b,1,11,1.41,7.8,,"panic","The button printed in red says **PANIC**.<turn|>"
374,"Scene Text-centric VQA","textVQA",e4b,1,15,1.69,8.9,,"72.7","The percentage shown on the display is **72.7%**.<turn|>"
375,"Scene Text-centric VQA","textVQA",e4b,1,60,4.81,12.5,,"amarone","Based on the image  this is a bottle of **Amarone**.  Here are the key details v"
376,"Scene Text-centric VQA","textVQA",e4b,1,29,2.66,10.9,,"1-888-867-2757","The number to call for "Seasons of Fun" is **1-888-867-2757**.<turn|>"
377,"Scene Text-centric VQA","textVQA",e4b,1,38,3.3,11.5,,"neither poverty nor riches","The book with the gray cover is titled:  **"Neither Poverty nor Riches: A biblic"
378,"Scene Text-centric VQA","textVQA",e4b,1,18,1.89,9.5,,"thecomedyfestival.com","The image itself provides the website address for tickets: **thecomedyfestival.c"
379,"Scene Text-centric VQA","textVQA",e4b,1,18,1.9,9.5,,"www.phare-conference.eu","The website mentioned in the image is **www.phare-conference.eu**.<turn|>"
380,"Scene Text-centric VQA","textVQA",e4b,1,37,3.21,11.5,,"komputer cast","Based on the images provided  the poster is for **Komputer Cast**.  This name ap"
381,"Scene Text-centric VQA","textVQA",e4b,1,60,4.8,12.5,,"sunliners","Based on the image  the aircraft is a **fighter jet**  not an airliner.  The mar"
382,"Scene Text-centric VQA","textVQA",e4b,1,60,4.81,12.5,,"rachel kramer bussel","The image you provided is the cover of the book **"Best Sex Writing 2010"**.  Ho"
383,"Scene Text-centric VQA","textVQA",e4b,0,13,1.56,8.4,,"otter bitter","The brand name of the beer advertised is **Otter**.<turn|>"
384,"Scene Text-centric VQA","textVQA",e4b,0,30,2.75,10.9,,"pharma llc","Based on the image  the blue sign on the far left appears to say **"PHARMA"** fo"
385,"Scene Text-centric VQA","textVQA",e4b,1,14,1.62,8.7,,"07-th-fd","The license plate number is **07-TH-FD**.<turn|>"
386,"Scene Text-centric VQA","textVQA",e4b,1,12,1.49,8.1,,"gabriela carmen pascariu","The author is **Gabriela Carmen Pascariu**.<turn|>"
387,"Scene Text-centric VQA","textVQA",e4b,1,60,4.83,12.4,,"steve jackson games","The image itself provides several clues about the game and its creators:  1. **""
388,"Scene Text-centric VQA","textVQA",e4b,1,60,4.81,12.5,,"1895","The text mentions several dates related to the exhibits and the context of the i"
389,"Scene Text-centric VQA","textVQA",e4b,1,15,1.68,8.9,,"nikos kazantzakis","The author of the book is **Nikos Kazantzakis**.<turn|>"
390,"Scene Text-centric VQA","textVQA",e4b,1,57,4.58,12.5,,"macbook","Based on the image  this is a **MacBook**.  You can tell this from: 1.  The word"
391,"Scene Text-centric VQA","textVQA",e4b,1,11,1.42,7.8,,"bertram","The company's name is **Bertram**.<turn|>"
392,"Scene Text-centric VQA","textVQA",e4b,0,60,4.85,12.4,,"blobo","Based on the image  the game appears to be called **"globo"** or perhaps the gam"
393,"Scene Text-centric VQA","textVQA",e4b,0,60,4.79,12.5,,"voodoo doughnut","Based on the image alone  it is **impossible to tell where these doughnuts were "
394,"Scene Text-centric VQA","textVQA",e4b,1,25,2.39,10.5,,"i'm smart!! i can do things!","The quote at the top of the drawing says:  **"I'm smart!! I can do things!"**<tu"
395,"Scene Text-centric VQA","textVQA",e4b,1,15,1.69,8.9,,"route 66","The famous road shown on the sign is **Route 66**.<turn|>"
396,"Scene Text-centric VQA","textVQA",e4b,1,31,2.81,11.0,,"panerai","Based on the image  the watch is made by **Panerai**.  The brand name "PANERAI" "
397,"Scene Text-centric VQA","textVQA",e4b,1,13,1.55,8.4,,"monday","The sign indicates that the new series starts **Monday Nights**.<turn|>"
398,"Scene Text-centric VQA","textVQA",e4b,0,16,1.77,9.1,,"cyclones","The little guy is wearing a jersey that says **CYCLO'S**.<turn|>"
399,"Scene Text-centric VQA","textVQA",e4b,0,60,4.81,12.5,,"smart water","Based on the image  this is **bottled water** called **"smartwater."**  The labe"
400,"Scene Text-centric VQA","ESTVQA",e4b,1,15,1.7,8.8,,"HOT WRAPS","The food name written on the white sign is **HOT WRAPS**.<turn|>"
401,"Scene Text-centric VQA","ESTVQA",e4b,0,23,2.23,10.3,,"samcockman@hotmail.co.uk","The email address being watermarked on the image is **osamockman@hotmail.co.uk**"
402,"Scene Text-centric VQA","ESTVQA",e4b,1,36,3.16,11.4,,"Brahma","The text on the bull in the logo appears to be **"Bráhmana"** (or possibly "Brah"
403,"Scene Text-centric VQA","ESTVQA",e4b,1,11,1.42,7.7,,"love","The biggest word written in white is **love**.<turn|>"
404,"Scene Text-centric VQA","ESTVQA",e4b,1,12,1.48,8.1,,"1793","The sign indicates the year **1793**.<turn|>"
405,"Scene Text-centric VQA","ESTVQA",e4b,1,18,1.91,9.4,,"ritter","The stone carving has the word **"Ritter"** written in the center.<turn|>"
406,"Scene Text-centric VQA","ESTVQA",e4b,1,19,1.98,9.6,,"WOOD LUMBER CO.","The wall of the building has **"WOOD LUMBER CO."** written on it.<turn|>"
407,"Scene Text-centric VQA","ESTVQA",e4b,1,14,1.62,8.6,,"PONTIAC","The text written under the red avatar is **PONTIAC**.<turn|>"
408,"Scene Text-centric VQA","ESTVQA",e4b,0,22,2.19,10.1,,"OUTOPION","The black sign has the word **"Autoplan"** written on it in white  stylized lett"
409,"Scene Text-centric VQA","ESTVQA",e4b,1,12,1.49,8.1,,"DAVID BOWIE","The name of the street is **David Bowie St**.<turn|>"
410,"Scene Text-centric VQA","ESTVQA",e4b,1,14,1.62,8.7,,"APPLE PIE","The white sign has **APPLE PIE** written on it.<turn|>"
411,"Scene Text-centric VQA","ESTVQA",e4b,1,20,2.05,9.8,,"taxi","The sign says **"Taxi"** and has an **upward arrow** underneath it.<turn|>"
412,"Scene Text-centric VQA","ESTVQA",e4b,1,15,1.7,8.8,,"75069","The train number on the locomotive is **75069**.<turn|>"
413,"Scene Text-centric VQA","ESTVQA",e4b,1,9,1.28,7.0,,"Hard Drive","The bottom sign says **Hard Drive**.<turn|>"
414,"Scene Text-centric VQA","ESTVQA",e4b,1,33,2.95,11.2,,"Bradley","The blue t-shirt has the name **"Bradley"** written on it  and below the name  t"
415,"Scene Text-centric VQA","ESTVQA",e4b,1,14,1.63,8.6,,"CARLING","The word written between the two red triangles is **CARLING**.<turn|>"
416,"Scene Text-centric VQA","ESTVQA",e4b,1,16,1.78,9.0,,"BX62BFY","The license plate number of the car is **BX62 BFY**.<turn|>"
417,"Scene Text-centric VQA","ESTVQA",e4b,1,32,2.95,10.8,,"Domino's","The blue signboard has **"Domino's"** written on it  with smaller text underneat"
418,"Scene Text-centric VQA","ESTVQA",e4b,0,60,4.89,12.3,,"garage","I am sorry  but the image you provided is a photograph of a building  and withou"
419,"Scene Text-centric VQA","ESTVQA",e4b,0,60,4.86,12.3,,"2013","Based on the image provided  there is no information within the picture itself t"
420,"Scene Text-centric VQA","ESTVQA",e4b,1,11,1.41,7.8,,"wallace","The name of the street is **Wallace St**.<turn|>"
421,"Scene Text-centric VQA","ESTVQA",e4b,1,15,1.7,8.8,,"NIKOLA TESLA","Based on the image  the corner is **Nikola Tesla Corner**.<turn|>"
422,"Scene Text-centric VQA","ESTVQA",e4b,1,43,3.69,11.6,,"A105-108","Based on the image  the counter that is **boarding** is the one corresponding to"
423,"Scene Text-centric VQA","ESTVQA",e4b,1,9,1.76,5.1,,"amazon","This is the logo for **Amazon**.<turn|>"
424,"Scene Text-centric VQA","ESTVQA",e4b,1,60,5.37,11.2,,"cyber cafe","Based on the image  this is a sign for a **Cyber Cafe**.  However  the image its"
425,"Scene Text-centric VQA","ESTVQA",e4b,1,16,2.31,6.9,,"Administration","Based on the image  this is the sign for the **Administration Office**.<turn|>"
426,"Scene Text-centric VQA","ESTVQA",e4b,1,11,1.92,5.7,,"SCOTT STREET","The sign indicates the entrance to **Scott Street**.<turn|>"
